title,runtime,release_year
friday the 13th,97.0,2009
"the good, the bad, the weird",130.0,2008
screamers: the hunting,94.0,2009
the pink panther 2,92.0,2009
crips and bloods: made in america,93.0,2008
far cry,95.0,2008
i manegen med glenn killing: live från berns,220.0,1995
the english surgeon,93.0,2009
a hell of a day,92.0,2001
shara,100.0,2003
marius,130.0,1931
the adventures of food boy,90.0,2008
césar,141.0,1936
they wait,89.0,2007
the rebel,103.0,2007
everlasting moments,131.0,2008
expecting love,110.0,2008
attack force,94.0,2006
shadow man,91.0,2006
playing for keeps,102.0,1986
rock-a-doodle,77.0,1991
tokyo.sora,127.0,2002
dead silent,95.0,1999
dr. horrible's sing-along blog,42.0,2008
today you die,92.0,2005
the cottage,92.0,2008
two men in manhattan,84.0,1959
fanny,140.0,1932
out at the wedding,96.0,2007
born to the west,59.0,1937
the hasty heart,102.0,1949
frontrunners,80.0,2008
the quick and the dead,90.0,1987
joshua tree,106.0,1993
day of the dead,86.0,2008
"i love you, man",105.0,2009
the big steal,71.0,1949
billy budd,119.0,1962
night has a thousand eyes,81.0,1948
live free or die,89.0,2006
blonde venus,93.0,1932
dance of the dead,87.0,2008
the haunting in connecticut,102.0,2009
the little engine that could,30.0,1991
duplicity,125.0,2009
knowing,121.0,2009
sugar,120.0,2009
young thugs: nostalgia,94.0,1998
praying with lior,87.0,2008
ong bak 2,98.0,2008
the girl with the dragon tattoo,152.0,2009
bloodbath at the house of death,91.0,1984
sunshine cleaning,102.0,2008
kung fu panda: secrets of the furious five,25.0,2008
hangman's knot,81.0,1952
immortal sergeant,91.0,1943
nigdy w życiu!,100.0,2004
the children of leningradsky,34.0,2005
submerged,96.0,2005
stacy: attack of the schoolgirl zombies,79.0,2001
insanitarium,89.0,2008
illegal,88.0,1955
echelon conspiracy,105.0,2009
jasminum,103.0,2006
after sex,78.0,2007
the third part of the night,105.0,1971
13b: fear has a new address,137.0,2009
monsters vs aliens,94.0,2009
boarding gate,106.0,2007
california dreamin',155.0,2007
counter investigation,85.0,2007
sita sings the blues,82.0,2008
naked fear,104.0,2007
chaos,74.0,2005
three on a match,63.0,1932
kogel-mogel,105.0,1988
land of silence and darkness,85.0,1971
the baader meinhof complex,150.0,2008
big stan,105.0,2007
dating the enemy,97.0,1996
blue steel,59.0,1934
we live in public,90.0,2009
strictly sexual,100.0,2008
nothing but the truth,108.0,2008
the square,105.0,2008
the gray man,97.0,2007
anvil! the story of anvil,90.0,2008
border incident,94.0,1949
star of midnight,90.0,1935
observe and report,86.0,2009
private lives,84.0,1931
too many girls,85.0,1940
union station,81.0,1950
adventureland,107.0,2009
with fire and sword,175.0,1999
scenes of a sexual nature,91.0,2006
the cake eaters,86.0,2007
confessions of a shopaholic,104.0,2009
the black balloon,97.0,2008
the butterfly effect 3: revelations,90.0,2009
revanche,121.0,2008
one kill,96.0,2000
killer force,102.0,1976
cheeky,89.0,2000
the lucky ones,113.0,2008
ystäväni henry,,2004
the body,95.0,2003
fitna,15.0,2008
the land of happiness,0.0,1993
dragonball evolution,85.0,2009
flash gordon,245.0,1936
rest stop,80.0,2006
your life in 65 minutes,100.0,2006
kansas raiders,80.0,1950
the lonely man,88.0,1957
dating games people play,95.0,2008
man on the flying trapeze,66.0,1935
porgy and bess,138.0,1959
can-can,131.0,1960
pekka ja pätkä lumimiehen jäljillä,,1954
law and order,80.0,1953
the gravedancers,95.0,2005
broken,110.0,2006
kiler,104.0,1997
fast & furious,107.0,2009
city girl,90.0,1930
hangover square,77.0,1945
sanshiro sugata,80.0,1943
sanshiro sugata part two,83.0,1945
the exterminating angels,100.0,2006
superstar: the karen carpenter story,43.0,1988
a force of one,90.0,1979
gardens of the night,110.0,2008
in the loop,106.0,2009
global metal,93.0,2008
the end of america,73.0,2008
what doesn't kill you,100.0,2008
linha de passe,108.0,2008
crime wave,73.0,1954
escape from fort bravo,99.0,1953
ride lonesome,73.0,1959
the boat that rocked,116.0,2009
apollo 13: to the edge and back,82.0,1994
the small back room,106.0,1949
the mindscape of alan moore,78.0,2003
17 again,102.0,2009
"nana, the true key of pleasure",92.0,1983
double trouble,99.0,1984
inglourious basterds,153.0,2009
state of play,127.0,2009
the lawless breed,83.0,1953
lust for gold,90.0,1949
la estrategia del caracol,116.0,1993
strike,89.0,1925
the magic of méliès,131.0,1997
lawless range,53.0,1935
bab'aziz,98.0,2005
the damned united,97.0,2009
hank and mike,86.0,2008
crank: high voltage,96.0,2009
the garage,25.0,1920
the strong man,75.0,1926
the final inquiry,112.0,2006
kiler-ów 2-óch,127.0,1999
the man behind the gun,82.0,1953
moon,97.0,2009
komedia malzenska,0.0,1994
break up,100.0,1998
fraternity demon,85.0,1992
the smart set,80.0,1928
aamir,99.0,2008
mammoth,125.0,2009
the days between,118.0,2001
the young victoria,105.0,2009
intentions of murder,150.0,1964
amazing journey: the story of the who,237.0,2007
the informers,98.0,2008
antique,109.0,2008
x-men origins: wolverine,107.0,2009
the girlfriend experience,77.0,2009
turtles are surprisingly fast swimmers,90.0,2005
the desert trail,54.0,1935
moving midway,95.0,2007
american swing,81.0,2008
sin nombre,96.0,2009
the life and times of allen ginsberg,0.0,2008
star trek,127.0,2009
happy campers,94.0,2001
black magic,67.0,1944
lymelife,95.0,2008
the great buck howard,87.0,2008
euphoria,74.0,2006
cherry blossoms,127.0,2008
riders of destiny,53.0,1933
flatfoot in egypt,104.0,1980
xiii,173.0,2008
knights of bloodsteel,177.0,2009
red cliff part ii,136.0,2009
täynnä tarmoa,0.0,2009
love sick,86.0,2006
the girl from monaco,95.0,2008
black ice,107.0,2007
wild things: diamonds in the rough,87.0,2005
człowiek z m-3,,1969
i hate mondays,98.0,1971
s. darko,103.0,2009
earth,90.0,2007
sagebrush trail,54.0,1933
stanley kubrick: a life in pictures,141.0,2001
a lady takes a chance,86.0,1943
wyjście awaryjne,0.0,1982
shuttle,107.0,2008
crossing over,113.0,2009
angels & demons,138.0,2009
"kids in the hall: same guys, new dresses",93.0,2001
django the bastard,107.0,1969
the man from monterey,57.0,1933
horrorvision,85.0,2001
daylight robbery,90.0,2008
scorpio,114.0,1973
balls out: the gary houseman story,87.0,2009
outrage,90.0,2009
the seduction of joe tynan,108.0,1979
man in the middle,93.0,1963
more dead than alive,101.0,1969
powder blue,108.0,2009
the devil is a woman,76.0,1935
fanboys,90.0,2009
folks!,107.0,1992
breaking the rules,100.0,1992
live!,96.0,2007
the merry gentleman,110.0,2008
the murder of fred hampton,88.0,1971
incendiary,113.0,2008
love songs,100.0,2007
management,94.0,2009
terminator salvation,115.0,2009
night at the museum: battle of the smithsonian,105.0,2009
ghosts of cité soleil,85.0,2006
how to cook your life,93.0,2007
were the world mine,95.0,2008
every little step,96.0,2009
lesbian vampire killers,86.0,2009
the brothers bloom,114.0,2008
man in the saddle,87.0,1951
montana,76.0,1950
vincere,128.0,2009
a cure for love,95.0,1966
our folks,81.0,1967
paisan,125.0,1946
"jeanne dielman, 23, quai du commerce 1080 bruxelles",201.0,1975
shall we kiss?,100.0,2007
i do,90.0,2006
hi diddle diddle,72.0,1943
rhinoceros,104.0,1974
the man with bogart's face,106.0,1980
the monster,86.0,1925
chop shop,84.0,2007
caliber 9,100.0,1972
suzanne's career,54.0,1963
moontide,94.0,1942
catacombs,92.0,2007
the soloist,109.0,2009
the last house on the left,110.0,2009
anioł w krakowie,0.0,2002
neon genesis evangelion: death and rebirth,101.0,1997
drag me to hell,99.0,2009
up,96.0,2009
late autumn,128.0,1960
fullmetal alchemist the movie: conqueror of shamballa,105.0,2005
easy virtue,93.0,2008
dance flick,83.0,2009
summer hours,100.0,2008
show people,83.0,1928
two english girls,130.0,1971
female,60.0,1933
firecreek,104.0,1968
oss 117: lost in rio,100.0,2009
the flame of new orleans,79.0,1941
flash gordon: trip to mars,229.0,1938
personal effects,110.0,2009
fired up!,90.0,2009
the winslow boy,117.0,1948
trojan war,85.0,1997
the war game,48.0,1965
without a paddle: nature's calling,96.0,2009
graduation,89.0,2007
welcome,110.0,2009
in the electric mist,117.0,2009
the hangover,100.0,2009
killshot,95.0,2008
antichrist,108.0,2009
don,166.0,1978
sweeney todd,90.0,2006
pete kelly's blues,95.0,1955
jimmy and judy,99.0,2006
a song is born,113.0,1948
billu,137.0,2009
many rivers to cross,95.0,1955
ricky rapper,79.0,2008
show,,2003
boy eats girl,80.0,2005
"ranma ½: the movie 1, big trouble in nekonron, china",74.0,1991
the man from utah,55.0,1934
the wing or the thigh,104.0,1976
perched on a tree,90.0,1971
marius and jeannette,0.0,1997
ernest rides again,94.0,1993
u pana boga za piecem,100.0,1998
blind husbands,99.0,1919
berlin alexanderplatz,931.0,1980
before the rains,98.0,2007
special,81.0,2006
new in town,97.0,2009
the merry widow,94.0,2007
salaam namaste,158.0,2005
dead snow,91.0,2009
land of the lost,102.0,2009
the clique,87.0,2008
fatso,91.0,2008
a free soul,93.0,1931
momma's man,94.0,2008
imagine that,107.0,2009
the taking of pelham 1 2 3,106.0,2009
hana and alice,135.0,2004
flame & citron,130.0,2008
fade to black,105.0,2006
in therapy,90.0,2009
chain reaction,101.0,2006
jekyll + hyde,97.0,2006
went the day well?,88.0,1942
zulu dawn,117.0,1979
american violet,103.0,2008
suspect x,128.0,2008
spiritual kung fu,94.0,1978
big man japan,113.0,2007
wrestling ernest hemingway,123.0,1993
cargo,90.0,2005
the hitman,95.0,1991
goodbye again,120.0,1961
the stoning of soraya m.,114.0,2008
the proposal,108.0,2009
the crawling hand,89.0,1963
dillinger,107.0,1973
home from the hill,150.0,1960
small town gay bar,76.0,2007
year one,97.0,2009
o'horten,90.0,2007
pekka ja pätkä neekereinä,0.0,1960
5 against the house,84.0,1955
three on a couch,109.0,1966
promise me this,127.0,2007
mindwarp,91.0,1992
the land that time forgot,90.0,1975
tyson,90.0,2008
primary,60.0,1960
angels of the universe,100.0,2000
the alibi,90.0,2006
garfield's pet force,78.0,2009
dutchman,55.0,1967
the hurt locker,131.0,2008
the executioner,87.0,1963
air hawks,68.0,1935
anna lucasta,97.0,1958
how i unleashed world war ii part iii: among friends,73.0,1970
tu£sday,79.0,2008
breakfast with scot,95.0,2007
la ronde,110.0,1950
brunet wieczorową porą,90.0,1976
going berserk,85.0,1983
luther the geek,80.0,1990
les vampires,399.0,1915
the limits of control,116.0,2009
pornorama,94.0,2007
heavy metal in baghdad,84.0,2007
raiders of the lost ark - the adaptation,100.0,1989
transformers: revenge of the fallen,150.0,2009
home,95.0,2009
k2,102.0,1991
dabbe,108.0,2006
tulpan,100.0,2009
the file on thelma jordon,100.0,1950
jet pilot,112.0,1957
phoebe in wonderland,96.0,2008
whatever works,92.0,2009
ghosts of girlfriends past,100.0,2009
holly,114.0,2006
hustle,120.0,1975
houdini,106.0,1953
public enemies,140.0,2009
ice age: dawn of the dinosaurs,94.0,2009
120,114.0,2008
prison break: the final break,89.0,2009
samson and delilah,101.0,2009
final approach,100.0,1991
the mob,87.0,1951
daisy kenyon,99.0,1947
is it college yet?,90.0,2002
irena do domu!,90.0,1955
the journey to melonia,101.0,1989
love streams,141.0,1984
blue week,70.0,1954
night of the living dead 3d,80.0,2007
mumia abu-jamal: a case for reasonable doubt?,74.0,1998
off the charts: the song-poem story,58.0,2003
my sister's keeper,109.0,2009
kambakkht ishq,142.0,2009
hood of horror,84.0,2006
the dirt bike kid,90.0,1985
kandukondain kandukondain,157.0,2000
lady death,80.0,2004
blonde crazy,79.0,1931
tales of the black freighter,26.0,2009
"ranma ½: nihao, my concubine",63.0,1992
pittsburgh,91.0,1942
the lucky texan,61.0,1934
(500) days of summer,95.0,2009
through the olive trees,103.0,1994
news from a personal war,57.0,1999
magnificent obsession,112.0,1935
7th heaven,110.0,1927
madame bovary,115.0,1949
brüno,83.0,2009
the boys: the sherman brothers' story,101.0,2009
1939: hollywood's greatest year,69.0,2009
madigan,101.0,1968
terrified,95.0,1995
the pinchcliffe grand prix,88.0,1975
the librarian: the curse of the judas chalice,95.0,2008
the inhabited island,115.0,2008
gravehopping,103.0,2005
franklyn,98.0,2008
men of war,103.0,1994
iron maiden: flight 666,112.0,2009
good dick,86.0,2008
harry potter and the half-blood prince,153.0,2009
mélo,112.0,1986
love unto death,92.0,1984
eichmann,100.0,2007
blue blood,95.0,2006
the visitors ii: the corridors of time,118.0,1998
who killed nancy?,0.0,2009
summer of fear,91.0,1996
open water 2: adrift,94.0,2006
possessed,89.0,2000
the group,152.0,1966
senso,118.0,1954
slap shot 2: breaking the ice,104.0,2002
the mark of cain,87.0,2008
the strawberry blonde,97.0,1941
the muppet musicians of bremen,50.0,1972
a brief vacation,112.0,1973
my sassy girl,92.0,2008
the fast and the furious,73.0,1955
game of death ii,96.0,1981
rosso,0.0,1985
the imaginarium of doctor parnassus,123.0,2009
9to5: days in porn,113.0,2008
sink or swim,48.0,1990
the giant of marathon,90.0,1959
ludwig,235.0,1972
shiver,91.0,2008
blue corner,85.0,2002
winter of frozen dreams,92.0,2009
cold water,92.0,1994
humpday,94.0,2009
ten inch hero,97.0,2007
tokyo sonata,120.0,2008
kill your darlings,94.0,2006
polytechnique,77.0,2009
visioneers,90.0,2008
the vault of horror,83.0,1973
the dark backward,101.0,1991
blue city,83.0,1986
judas kiss,97.0,1998
streets of blood,95.0,2009
jonathan livingston seagull,120.0,1973
cheri,86.0,2009
one week,94.0,2008
"run, simon, run",74.0,1970
'neath the arizona skies,52.0,1934
pavement: slow century,85.0,2002
mortal transfer,122.0,2001
loulou,101.0,1980
the answer man,95.0,2009
rage at dawn,87.0,1955
paradise canyon,52.0,1935
a perfect fake,0.0,2005
seven years bad luck,62.0,1921
the gang's all here,103.0,1943
orphan,123.0,2009
afterburn,103.0,1992
winged creatures,95.0,2008
rainbow valley,49.0,1935
the ugly truth,96.0,2009
heimat: a chronicle of germany,925.0,1984
wild river,110.0,1960
my first war,82.0,2008
high hopes,112.0,1988
tulsa,90.0,1949
the collector,88.0,2009
a perfect getaway,98.0,2009
fan-fan the tulip,102.0,1952
dark ride,94.0,2006
house,101.0,2008
dallas 362,100.0,2003
"moonshot, the flight of apollo 11",90.0,2009
aliens in the attic,86.0,2009
district 9,112.0,2009
julie & julia,123.0,2009
the beaches of agnès,110.0,2008
obsessed,108.0,2009
race to witch mountain,98.0,2009
pagafantas,84.0,2009
black box,90.0,2005
my stars,88.0,2008
hannah montana: the movie,102.0,2009
g.i. joe: the rise of cobra,118.0,2009
séraphine,125.0,2008
cold souls,101.0,2009
daddy nostalgia,105.0,1990
12 rounds,108.0,2009
"silent night, deadly night ii",88.0,1987
the boys from fengkuei,98.0,1983
the sandwich man,105.0,1983
la moitié gauche du frigo,90.0,2000
where danger lives,82.0,1950
the killing room,93.0,2009
introducing dorothy dandridge,120.0,1999
a summer at grandpa's,93.0,1984
"a time to live, a time to die",138.0,1985
the one and only,106.0,1999
fail safe,86.0,2000
four last songs,110.0,2007
max manus: man of war,118.0,2008
gangster's paradise: jerusalema,120.0,2008
wings of hope,65.0,2000
the trail beyond,55.0,1934
winds of the wasteland,54.0,1936
kill buljo,93.0,2007
stone of destiny,96.0,2008
okie noodling,57.0,2001
days of darkness,89.0,2007
randy rides alone,53.0,1934
west of the divide,54.0,1934
darlings!,101.0,1984
lost in austen,184.0,2008
children of the stork,80.0,1999
the star packer,53.0,1934
evangelion: 1.0: you are (not) alone,97.0,2007
love hina christmas special: silent eve,46.0,2000
molière,260.0,1978
floating clouds,123.0,1955
japanese girls at the harbor,72.0,1933
deal,85.0,2008
doing time on maple drive,92.0,1992
the line,95.0,2008
the ramen girl,122.0,2008
"the goods: live hard, sell hard",90.0,2009
adam,99.0,2009
just sex and nothing else,97.0,2005
alien trespass,90.0,2009
ignition,99.0,2002
dillinger and capone,95.0,1995
"next stop, greenwich village",111.0,1976
gigantic,99.0,2008
the time traveler's wife,107.0,2009
feast ii: sloppy seconds,97.0,2008
katze im sack,87.0,2005
traffic affairs,0.0,2004
waterland,95.0,1992
i can't think straight,80.0,2008
miss march,89.0,2009
bandslam,111.0,2009
a city of sadness,157.0,1989
harvard beats yale 29-29,105.0,2008
the great happiness space: tale of an osaka love thief,78.0,2006
meet the browns,100.0,2008
"i love you, beth cooper",102.0,2009
le deuxième souffle,150.0,1966
no regret,113.0,2006
detroit metal city,104.0,2008
daughter of the nile,91.0,1987
paper heart,88.0,2009
mystery street,93.0,1950
the haunting of molly hartley,82.0,2008
g-force,88.0,2009
christopher columbus: the discovery,120.0,1992
fighting,105.0,2009
tetro,127.0,2009
seven waves away,100.0,1957
"good men, good women",108.0,1995
side street,83.0,1950
adoration,100.0,2008
bronson,92.0,2008
feel the noise,86.0,2007
i really hate my job,90.0,2007
the matador,74.0,2008
little richard,0.0,2000
the curiosity of chance,98.0,2006
if only,92.0,2004
susana,86.0,1951
vengeance valley,83.0,1951
great guy,75.0,1936
the hurricane express,79.0,1932
the secret of moonacre,103.0,2008
olympia part one: festival of the nations,126.0,1938
olympia part two: festival of beauty,100.0,1938
assault on devil's island,96.0,1997
shadow of the eagle,0.0,2005
cinematographer style,86.0,2006
the cell 2,94.0,2009
summer school,89.0,2006
krakatoa: the last days,87.0,2006
queen kelly,101.0,1929
the master touch,112.0,1972
nora roberts' midnight bayou,120.0,2009
northern lights,120.0,2009
lorna's silence,105.0,2008
le doulos,108.0,1963
it might get loud,97.0,2009
