production_companies,title,revenue
['universal pictures'],In the Navy,0.0
['universal pictures'],It Started with Eve,0.0
['universal pictures'],Never Give a Sucker an Even Break,0.0
"['sol lesser productions', 'ernst lubitsch productions']",That Uncertain Feeling,0.0
['warner bros.'],Across the Pacific,0.0
['warner bros.'],All Through the Night,0.0
['warner bros.'],Gentleman Jim,0.0
['warner bros.'],The Hard Way,0.0
['paramount pictures'],My Favorite Blonde,0.0
['war activities committee of the motion pictures industry'],Why We Fight: Prelude to War,0.0
['metro-goldwyn-mayer (mgm)'],Random Harvest,0.0
['twentieth century fox film corporation'],Tales of Manhattan,0.0
['warner bros.'],Action in the North Atlantic,0.0
['metro-goldwyn-mayer (mgm)'],A Guy Named Joe,5363000.0
['twentieth century fox film corporation'],Heaven Can Wait,0.0
['metro-goldwyn-mayer (mgm)'],The Heavenly Body,0.0
"['u.s. office of war information', 'first motion pictures unit us army air forces']",The Memphis Belle: A Story of a Flying Fortress,0.0
['rko radio pictures'],Mr. Lucky,0.0
['metro-goldwyn-mayer (mgm)'],Thousands Cheer,0.0
['palladium productions'],Day of Wrath,0.0
['columbia pictures'],Cover Girl,0.0
['rko radio pictures'],The Curse of the Cat People,0.0
['two cities films'],Henry V,0.0
['svensk filmindustri (sf)'],Torment,0.0
['warner bros.'],The Mask of Dimitrios,0.0
['paramount pictures'],Ministry of Fear,0.0
['paramount pictures'],The Miracle of Morgan’s Creek,0.0
['warner bros.'],Mr. Skeffington,0.0
['metro-goldwyn-mayer (mgm)'],Mrs. Parkington,0.0
['warner bros.'],Passage to Marseille,0.0
['metro-goldwyn-mayer (mgm)'],The White Cliffs of Dover,0.0
['international pictures'],The Woman in the Window,0.0
['rko radio pictures'],The Enchanted Cottage,0.0
['rko radio pictures'],Isle of the Dead,0.0
"['mosfilm', 'tsoks']","Ivan the Terrible, Part I",0.0
"['jean renoir productions', 'loew-hakim']",The Southerner,0.0
['metro-goldwyn-mayer (mgm)'],They Were Expendable,0.0
['twentieth century fox film corporation'],A Tree Grows in Brooklyn,0.0
"['first national pictures', 'warner bros.']",The Beast with Five Fingers,0.0
['paramount pictures'],The Blue Dahlia,0.0
['international pictures (i)'],The Dark Mirror,0.0
['warner bros.'],Deception,0.0
['cineguild'],Great Expectations,0.0
['warner bros.'],Humoresque,0.0
['societa cooperativa alfa cinematografica'],Shoeshine,0.0
['international pictures'],The Stranger,0.0
['rko radio pictures'],Mourning Becomes Electra,0.0
['twentieth century fox film corporation'],Nightmare Alley,0.0
['two cities films'],Odd Man Out,0.0
"['paramount pictures', 'bing crosby productions', 'hope enterprises']",Road to Rio,0.0
['warner bros.'],The Two Mrs. Carrolls,0.0
"['argosy pictures', 'metro-goldwyn-mayer (mgm)']",3 Godfathers,2841000.0
['metro-goldwyn-mayer (mgm)'],B.F.'s Daughter,0.0
"['allied artists pictures', 'roy del ruth productions']",The Babe Ruth Story,0.0
['metro-goldwyn-mayer (mgm)'],Easter Parade,0.0
['rko radio pictures'],Fort Apache,3000000.0
"['columbia pictures corporation', 'mercury productions']",The Lady from Shanghai,0.0
"['universal pictures', 'rampart productions']",Letter from an Unknown Woman,0.0
,Louisiana Story,0.0
"['universal pictures', 'universal international pictures (ui)']",The Naked City,0.0
['metro-goldwyn-mayer (mgm)'],The Pirate,2956000.0
['rko radio pictures'],They Live by Night,0.0
"[""loew's"", 'metro-goldwyn-mayer (mgm)']",The Three Musketeers,0.0
['twentieth century fox film corporation'],Unfaithfully Yours,0.0
['twentieth century fox film corporation'],Yellow Sky,0.0
['metro-goldwyn-mayer (mgm)'],The Barkleys of Broadway,0.0
['metro-goldwyn-mayer (mgm)'],In the Good Old Summertime,0.0
['twentieth century fox film corporation'],A Letter to Three Wives,0.0
"['films du palais royal', 'andre paulve film']",Orpheus,0.0
"[""loew's"", 'metro-goldwyn-mayer (mgm)']",The Secret Garden,0.0
['warner bros.'],The Story of Seabiscuit,0.0
['metro-goldwyn-mayer (mgm)'],Annie Get Your Gun,8000000.0
['melville productions'],Les Enfants Terribles,0.0
['twentieth century fox film corporation'],The Gunfighter,0.0
['metro-goldwyn-mayer (mgm)'],King Solomon's Mines,0.0
['ultramar films'],Los Olvidados,0.0
"['shochiku company', 'shôchiku eiga']",Scandal,0.0
['metro-goldwyn-mayer (mgm)'],Summer Stock,0.0
['ponti-de laurentiis cinematografica'],Europe '51,0.0
['metro-goldwyn-mayer (mgm)'],Carbine Williams,0.0
['paramount pictures'],Carrie,0.0
"['rko radio pictures', 'wald/krasna productions']",Clash by Night,0.0
['metro-goldwyn-mayer (mgm)'],The Prisoner of Zenda,0.0
"['shintoho film distribution committee', 'koi productions']",The Life of Oharu,0.0
['paramount pictures'],Son of Paleface,0.0
['universal international pictures (ui)'],Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,0.0
['columbia pictures corporation'],Gun Fury,0.0
['daiei studios'],Gate of Hell,0.0
['twentieth century fox film corporation'],Man on a Tightrope,0.0
['michael balcon productions'],The Titfield Thunderbolt,0.0
,The Belles of St. Trinian's,0.0
['daiei studios'],The Crucified Lovers,0.0
"['franco london films', 'jolly film']",French Cancan,0.0
['columbia pictures corporation'],It Should Happen to You,0.0
['metro-goldwyn-mayer (mgm)'],"The Long, Long Trailer",0.0
['universal international pictures (ui)'],Magnificent Obsession,0.0
"['intl union of mine, mill & smelter workers', 'independent production company (ipc)']",Salt of the Earth,0.0
['toho company'],Samurai I: Musashi Miyamoto,0.0
"['transcona enterprises', 'warner bros.']",A Star Is Born,0.0
['twentieth century fox film corporation'],Three Coins in the Fountain,0.0
['stanley kramer productions'],The Wild One,0.0
['metro-goldwyn-mayer (mgm)'],The Cobweb,0.0
['metro-goldwyn-mayer (mgm)'],It's Always Fair Weather,0.0
"['bavaria film', 'mercury productions', 'sevilla films', 'filmorsa', 'cervantes films']",Mr. Arkadin,0.0
"['cocinor', 'cosmo-films']",Night and Fog,0.0
['toho company'],Samurai II: Duel at Ichijoji Temple,0.0
"['paramount pictures', 'hope enterprises']",The Seven Little Foys,0.0
['suomen filmiteollisuus'],The Unknown Soldier,0.0
,Anything Goes,0.0
['nikkatsu'],The Burmese Harp,0.0
['twentieth century fox film corporation'],Carousel,0.0
['toho company'],Samurai III: Duel at Ganryu Island,0.0
['toho company'],Rodan,0.0
['ealing studios'],Barnacle Bill,0.0
['associated dragon'],Chase a Crooked Shadow,0.0
"['amalgamated productions', 'producers associates']",Fiend Without a Face,0.0
"['metro-goldwyn-mayer (mgm)', 'avon productions (ii)']",Jailhouse Rock,0.0
['universal international pictures (ui)'],Man of a Thousand Faces,0.0
['warner bros.'],The Spirit of St. Louis,0.0
['roger corman productions'],The Undead,0.0
"['carmel productions', 'bartlett-champion productions', 'delta enterprises inc']",Zero Hour!,0.0
['angel productions'],Carve Her Name with Pride,0.0
"['amalgamated productions', 'producers associates']",Corridors of Blood,0.0
['daiei studios'],Giants and Toys,0.0
['columbia pictures'],The Last Hurrah,0.0
"['american international pictures (aip)', 'el monte productions']",Machine-Gun Kelly,0.0
['perlsea company'],Teacher's Pet,0.0
['metro-goldwyn-mayer (mgm)'],Torpedo Run,0.0
"['bavaria film', 'curtleigh productions', 'brynaprod s.a.']",The Vikings,0.0
['allied artists pictures'],Al Capone,0.0
['compagnie jean renoir'],Picnic on the Grass,0.0
"['united artists', 'robert e. kent productions']",Invisible Invaders,0.0
['shôchiku eiga'],The Human Condition II: Road to Eternity,0.0
['daiei motion picture company'],Fires on the Plain,0.0
['the rank organisation'],North West Frontier,0.0
['warner bros.'],The Nun's Story,12800000.0
['compagnie cinématographique de france'],Pickpocket,0.0
['daiei studios'],Floating Weeds,0.0
['warner bros.'],The Young Philadelphians,0.0
['universal international pictures (ui)'],The Leech Woman,0.0
['toho company'],When a Woman Ascends the Stairs,0.0
['warner bros.'],The Sundowners,0.0
['dore schary productions'],Sunrise at Campobello,0.0
"['toho company', 'kurosawa production co.']",The Bad Sleep Well,0.0
['metro-goldwyn-mayer (mgm)'],Bachelor in Paradise,0.0
"['carousel productions (ii)', 'pathé-america distributing company']",The Deadly Companions,0.0
['metro-goldwyn-mayer (mgm)'],The Four Horsemen of the Apocalypse,0.0
['roger corman productions'],The Intruder,0.0
['metro-goldwyn-mayer (mgm)'],Murder She Said,0.0
"['shôchiku eiga', 'ninjin club']",The Human Condition III: A Soldier's Prayer,0.0
"['pennebaker productions', 'monmouth', 'diane productions', 'jason films', 'monica corp.']",Paris Blues,0.0
['hammer film productions'],Taste of Fear,0.0
['otto preminger films'],Advise & Consent,0.0
"['vision associates productions', 'lisa and david company']",David and Lisa,0.0
['fairway international pictures'],Eegah,3274.0
['shôchiku eiga'],Harakiri,0.0
"['woodfall film productions', 'british lion-columbia distributors']",The Loneliness of the Long Distance Runner,0.0
['warner bros.'],The Music Man,8000000.0
"['metro-goldwyn-mayer (mgm)', 'arcola pictures']",Mutiny on the Bounty,13680000.0
,An Occurrence at Owl Creek Bridge,0.0
,The Four Days of Naples,0.0
"['fair film', 'incei film', 'sancro film']",Il Sorpasso,0.0
"['bavaria film', 'metro-goldwyn-mayer (mgm)', 'cinerama productions corp.']",The Wonderful World of the Brothers Grimm,0.0
"['paris film', 'cineriz', 'interopa film']",L'eclisse,0.0
"['rome paris films', 'cocinor', 'les films marceau']",Les Carabiniers,0.0
['otto preminger films'],The Cardinal,0.0
"['morgan-steckler productions', 'fairway international pictures']",The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,0.0
"['hammer film productions', 'universal international pictures (ui)']",The Kiss of the Vampire,0.0
"['paramount pictures', 'boardwalk productions']",Love with the Proper Stranger,0.0
"['united artists', 'batjac productions']",McLintock!,0.0
['metro-goldwyn-mayer (mgm)'],Murder at the Gallop,0.0
['paramount pictures'],A New Kind of Love,0.0
['roxbury productions'],The Prize,0.0
"['seven arts productions', 'metro-goldwyn-mayer (mgm)']",Sunday in New York,0.0
"['gaumont', 'corona filmproduktion', 'ultra film - sicila cinematografica']",Crooks in Clover,0.0
"['cherokee productions', 'metro-goldwyn-mayer (mgm)', 'perlberg-seaton productions']",36 Hours,0.0
"['paramount pictures', 'paramount film service', 'keep films']",Becket,0.0
['columbia pictures corporation'],Behold a Pale Horse,0.0
['united artists'],The Best Man,0.0
"['twentieth century fox film corporation', 'the associates & aldrich company']","Hush... Hush, Sweet Charlotte",0.0
['revue studios'],The Killers,0.0
"['leon fromkess-sam firks productions', 'the criterion collection']",The Naked Kiss,0.0
['kindai eiga kyokai'],Onibaba,0.0
['warner bros.'],Robin and the 7 Hoods,0.0
"['paramount pictures', 'aubrey schenck productions']",Robinson Crusoe on Mars,0.0
['lasky-monka'],Spider Baby,0.0
"['twentieth century fox film corporation', 'cinecittà', 'les films du siècle', 'dear film produzione', 'deutsche fox ag (defa)', 'productions et éditions cinématographique français']",The Visit,0.0
"['apjac productions', 'orchard productions']",What a Way to Go!,0.0
"['svensk filmindustri (sf)', 'svenska ord']",Docking the Boat,0.0
"['igor film', 'casbah film']",The Battle of Algiers,921548.0
['warner bros. home video'],A Charlie Brown Christmas,0.0
"['seven arts productions', 'hammer film productions']",Dracula: Prince of Darkness,364937.0
"['the mirisch corporation', 'kappa']",The Hallelujah Trail,0.0
['benton film productions'],The Heroes of Telemark,0.0
"['metro-goldwyn-mayer (mgm)', 'seven arts pictures']",The Hill,0.0
"['paramount pictures', 'otto preminger films']",In Harm's Way,0.0
"['daystar productions', 'contempo iii productions']",Incubus,0.0
['filmways pictures'],The Loved One,0.0
"['columbia pictures corporation', 'jerry bresler productions']",Major Dundee,14873.0
['metro-goldwyn-mayer (mgm)'],Operation Crossbow,0.0
['proteus films'],Ride in the Whirlwind,0.0
['harrell'],A Thousand Clowns,0.0
"['les productions artistes associés', 'les films ariane', 'dear film produzione']",The Train,6800000.0
['mosfilm'],Andrei Rublev,0.0
"['argos films', 'svensk filmindustri (sf)', 'svenska filminstitutet (sfi)', 'parc film']",Au Hasard Balthazar,39388.0
"['twentieth century fox film corporation', 'dc comics', 'william dozier productions', 'greenlawn productions']",Batman,0.0
"['cherokee productions', 'metro-goldwyn-mayer (mgm)', 'douglas & lewis productions']",Grand Prix,0.0
['julian blaustein productions ltd.'],Khartoum,0.0
['union film company'],Dragon Inn,0.0
['norm-iris'],Manos: The Hands of Fate,0.0
['filmové studio barrandov'],Closely Watched Trains,0.0
['nikkatsu'],Tokyo Drifter,0.0
"['belvision', 'dargaud films']",Asterix the Gaul,0.0
['nikkatsu'],"Gappa, the Triphibian Monster",0.0
['docurama'],Dont Look Back,0.0
['producciones panicas'],Fando and Lis,0.0
['moned associated'],The Incident,0.0
['nikkatsu'],Branded to Kill,0.0
"['les films du carrosse', 'les productions artistes associés', 'dino de laurentiis cinematografica']",The Bride Wore Black,44566.0
"['jolly film', 'the criterion collection', 'specta films']",PlayTime,0.0
"['metro-goldwyn-mayer (mgm)', 'winkler films']",Point Blank,3200000.0
['proteus films'],The Shooting,0.0
['los altos productions'],The St. Valentine's Day Massacre,0.0
,Titicut Follies,0.0
['arcola pictures'],Tony Rome,0.0
"['twentieth century fox film corporation', 'stanley donen films']",Two for the Road,0.0
['park place production'],Up the Down Staircase,0.0
"['universal pictures', 'batjac productions', 'marvin schwartz productions']",The War Wagon,6000000.0
"['belvision', 'dargaud films']",Asterix and Cleopatra,0.0
['mosfilm'],The Diamond Arm,0.0
['hammer film productions'],Dracula Has Risen from the Grave,0.0
['raybert productions'],Head,0.0
['warner brothers/seven arts'],The Heart Is a Lonely Hunter,0.0
['warner brothers/seven arts'],"I Love You, Alice B. Toklas!",0.0
"['warner brothers/seven arts', 'petersham pictures']",Petulia,0.0
['metro-goldwyn-mayer (mgm)'],The Subject Was Roses,0.0
['cupid productions'],Sympathy for the Devil,0.0
['mosfilm'],War and Peace,0.0
"['desilu productions', 'walden productions']","Yours, Mine and Ours",0.0
['elkins entertainment'],Alice's Restaurant,0.0
,Camille 2000,0.0
['universal pictures'],Colossus: The Forbin Project,0.0
"['united artists', 'sancro international film', 'produzione esecutiva cinematografica (pec)']",Death Rides a Horse,0.0
"['metro-goldwyn-mayer (mgm)', 'apjac productions']","Goodbye, Mr. Chips",0.0
['century 21 television'],Journey to the Far Side of the Sun,0.0
"['alsid productions', 'francis productions']",Last Summer,3.0
"['les films du carrosse', 'renn productions', 'les films du losange', 'les films de la pléiade', 'ffd', 'société française de production (sfp)', 'les productions de la guéville', 'simar films', 'two world entertainment', 'les films des deux mondes']",My Night at Maud's,0.0
"['commonwealth united entertainment', 'grand films limited']",The Magic Christian,0.0
"['cherokee productions', 'katzka-berne productions', 'metro-goldwyn-mayer (mgm)']",Marlowe,0.0
"['les films du losange', 'jet films']",More,0.0
"['solar productions', 'cinema center films', 'duo films']",The Reivers,0.0
['hammer film productions'],Taste the Blood of Dracula,0.0
